UnderwrittenCoverID,PolicyID,TransactionMonth,IsVATRegistered,Citizenship,LegalType,Title,Language,Bank,AccountType,MaritalStatus,Gender,Country,Province,PostalCode,MainCrestaZone,SubCrestaZone,ItemType,Mmcode,VehicleType,RegistrationYear,Make,Model,Cylinders,Cubiccapacity,Kilowatts,Bodytype,NumberOfDoors,VehicleIntroDate,CustomValueEstimate,AlarmImmobiliser,TrackingDevice,CapitalOutstanding,NewVehicle,WrittenOff,Rebuilt,Converted,CrossBorder,NumberOfVehiclesInFleet,SumInsured,TermFrequency,CalculatedPremiumPerTerm,ExcessSelected,CoverCategory,CoverType,CoverGroup,Section,Product,StatutoryClass,StatutoryRiskType,TotalPremium,TotalClaims
733,6122,2015-02-12 05:46:23,True,South Africa,Close Corporation,Mr,English,Standard Bank,Savings,Married,Male,South Africa,KwaZulu-Natal,6912,Zone A,Sub Zone 2,Vehicle,91067,Passenger,2002,Volkswagen,3 Series,7,1518,58,Sedan,2,2001-02-11 10:29:30,291403.0652190049,True,True,139631.528803969,True,False,False,False,False,4,397201.1710168788,Monthly,1594.309896968395,3740.512826584742,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2257.1940917582156,0.0
734,2646,2015-07-29 05:39:26,False,South Africa,Close Corporation,Mrs,English,FNB,Savings,Divorced,Female,South Africa,Gauteng,6130,Zone A,Sub Zone 2,Vehicle,92208,Passenger,2013,Toyota,3 Series,5,1268,83,Hatchback,2,2005-07-17 05:53:20,230833.5523672066,False,True,116814.381986754,False,False,False,False,False,3,182600.20476116217,Monthly,2875.259388878846,4199.686402598387,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,642.6494065556776,0.0
735,1918,2014-09-15 02:37:17,False,Other,Sole Proprietor,Mr,Zulu,FNB,Current,Single,Female,South Africa,KwaZulu-Natal,6439,Zone A,Sub Zone 1,Vehicle,64816,Passenger,2008,Toyota,Corolla,5,1637,122,SUV,2,2003-11-11 17:05:02,472486.899396046,True,True,89710.971209141,False,False,False,False,False,2,90562.54330517419,Monthly,2277.549240928166,4642.380658007501,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2670.75378476142,0.0
736,3797,2015-06-12 09:50:42,False,South Africa,Sole Proprietor,Dr,Afrikaans,Standard Bank,Current,Divorced,Male,South Africa,Western Cape,8880,Zone A,Sub Zone 2,Vehicle,95779,Light Commercial,2009,Volkswagen,3 Series,4,1474,192,Sedan,4,2009-01-04 09:48:34,323299.44091428304,False,True,44685.46334993384,False,False,False,False,False,1,142897.4980147165,Monthly,1566.645102115444,2912.2766624469714,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2511.0580934052923,47836.01481177683
737,7506,2015-06-07 04:55:23,True,Other,Close Corporation,Dr,Zulu,Absa,Current,Single,Male,South Africa,Western Cape,7449,Zone A,Sub Zone 2,Vehicle,13060,Passenger,2001,Volkswagen,Corolla,6,2903,94,Hatchback,4,2000-01-30 10:47:16,121275.16753414621,True,True,61934.04001803191,False,False,False,False,False,4,396975.4569079094,Monthly,1616.454442738761,3892.393845299413,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1607.9750567039462,0.0
738,6870,2014-12-01 01:50:00,False,Other,Sole Proprietor,Dr,English,FNB,Current,Single,Male,South Africa,Western Cape,2725,Zone B,Sub Zone 1,Vehicle,23731,Passenger,2013,Toyota,Polo,7,2348,121,SUV,3,2005-08-12 03:37:32,275966.8036866433,True,True,140124.8716324602,False,False,False,False,False,1,484136.516724092,Monthly,2544.9521248225383,2472.8243510482357,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1733.8703289439457,0.0
739,2531,2015-03-03 06:53:41,False,South Africa,Close Corporation,Ms,English,Absa,Savings,Divorced,Male,South Africa,KwaZulu-Natal,8522,Zone A,Sub Zone 1,Vehicle,87830,Passenger,2005,BMW,Ranger,4,2379,107,SUV,2,2010-12-19 16:31:57,438150.5746357328,False,False,44838.13976787978,True,False,False,False,False,3,166550.93230752117,Monthly,1601.3522193060942,208.31500214981037,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3253.2828094318993,0.0
740,9172,2014-04-07 18:00:16,True,South Africa,Close Corporation,Mrs,Zulu,Standard Bank,Savings,Single,Female,South Africa,Western Cape,5784,Zone A,Sub Zone 1,Vehicle,30719,Passenger,2011,Ford,Ranger,4,1089,164,SUV,3,2000-05-13 04:48:03,352173.50151460775,False,False,124345.32306177638,False,False,False,False,False,1,418216.4604659521,Monthly,1790.6840569477279,776.1071389959168,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,539.4008765691882,0.0
741,4345,2015-08-26 05:04:59,False,South Africa,Close Corporation,Mrs,Afrikaans,FNB,Current,Married,Male,South Africa,Gauteng,2232,Zone B,Sub Zone 2,Vehicle,57042,Passenger,2000,Ford,Polo,7,2065,68,SUV,4,2007-03-29 03:25:39,429103.4342443953,True,True,117947.52251124063,False,False,False,False,False,2,152569.6958017195,Monthly,1228.8807297990602,641.1225461983505,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2189.910142468976,0.0
742,8673,2014-12-16 12:05:01,False,South Africa,Sole Proprietor,Dr,Afrikaans,FNB,Current,Divorced,Male,South Africa,Eastern Cape,9808,Zone A,Sub Zone 1,Vehicle,59116,Light Commercial,2011,Ford,Corolla,6,2388,65,Sedan,2,2011-05-02 14:06:33,162679.69123953814,False,False,194083.49587737274,False,False,False,False,False,4,355820.17632128764,Monthly,2597.2870847132463,858.8279505773944,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3270.0833772033902,0.0
743,7949,2014-07-10 12:18:20,False,Other,Close Corporation,Dr,Afrikaans,Standard Bank,Current,Single,Female,South Africa,KwaZulu-Natal,9338,Zone A,Sub Zone 1,Vehicle,36325,Light Commercial,2010,Volkswagen,Polo,7,2694,124,Hatchback,3,2011-10-11 08:03:11,449758.1196713938,False,True,12156.368496933977,False,False,False,False,False,4,87626.06106418686,Monthly,1805.7137007583,51.063748064216206,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3241.96174330879,0.0
744,7882,2014-12-14 23:24:56,True,Other,Sole Proprietor,Ms,Afrikaans,FNB,Current,Married,Female,South Africa,Western Cape,8446,Zone A,Sub Zone 1,Vehicle,32597,Passenger,2014,BMW,Ranger,4,2225,155,Sedan,2,2010-11-02 03:31:26,390025.0993208774,False,False,21624.521459212297,True,False,False,False,False,4,313383.038172017,Monthly,1881.3398459735695,4293.534116325763,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2253.9672914740777,4475.691130576481
745,2906,2015-07-07 03:08:53,True,Other,Close Corporation,Mr,Zulu,Standard Bank,Current,Divorced,Female,South Africa,Gauteng,5616,Zone A,Sub Zone 1,Vehicle,77439,Passenger,2001,Toyota,Ranger,4,2389,185,Hatchback,2,2005-12-15 20:17:34,378011.1899471354,True,True,101216.6931291514,True,False,False,False,False,2,171135.45103762316,Monthly,2701.688506783497,2800.746599745062,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1643.6899967287939,0.0
746,4086,2015-03-08 23:10:02,True,South Africa,Sole Proprietor,Mr,Zulu,FNB,Current,Married,Female,South Africa,Eastern Cape,5725,Zone B,Sub Zone 1,Vehicle,24551,Light Commercial,2012,BMW,3 Series,5,2817,123,SUV,3,2004-07-26 09:30:11,205943.48139358597,False,True,105421.96507072692,True,False,False,False,False,1,466630.67693014565,Monthly,2801.293169618024,1915.7500150563383,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,796.710578997122,0.0
747,9152,2014-04-02 04:01:13,True,South Africa,Sole Proprietor,Mrs,English,Standard Bank,Savings,Married,Female,South Africa,Gauteng,4677,Zone A,Sub Zone 1,Vehicle,34278,Passenger,2004,BMW,Corolla,7,1981,67,Sedan,4,2003-07-12 21:57:21,449446.12869223766,True,False,7985.531761034248,False,False,False,False,False,4,180387.89995052913,Monthly,2560.4844916663,2048.8943578848757,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1021.3526114370515,0.0
748,6750,2014-04-30 11:06:49,False,South Africa,Sole Proprietor,Ms,Afrikaans,FNB,Savings,Married,Male,South Africa,Western Cape,7287,Zone B,Sub Zone 2,Vehicle,25141,Light Commercial,2000,Ford,3 Series,7,2867,92,SUV,3,2008-04-11 08:03:39,337090.71982694743,False,False,165171.08417189043,True,False,False,False,False,3,229298.31268803796,Monthly,663.426032443271,2316.7554685943473,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2539.0200656109846,0.0
749,9905,2014-02-05 09:21:40,True,Other,Close Corporation,Dr,Afrikaans,Absa,Savings,Single,Male,South Africa,Gauteng,9480,Zone A,Sub Zone 1,Vehicle,77913,Passenger,2007,Toyota,Ranger,7,1287,99,Hatchback,3,2007-11-24 18:54:04,433327.76458826114,False,True,98944.69962057915,True,False,False,False,False,3,428305.6000195614,Monthly,1608.7727544502861,369.4175020979629,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,549.9022514293035,0.0
750,2062,2014-04-25 14:22:57,True,South Africa,Close Corporation,Mrs,Afrikaans,Absa,Current,Divorced,Male,South Africa,Eastern Cape,2409,Zone A,Sub Zone 2,Vehicle,43615,Light Commercial,2000,BMW,Ranger,4,2626,52,SUV,3,2008-04-10 19:40:06,212437.1551938223,True,True,69328.74932810575,False,False,False,False,False,3,247223.56214605743,Monthly,1358.3273478810634,1373.327057899601,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3150.4567292239476,0.0
751,2976,2014-05-09 20:49:09,False,Other,Sole Proprietor,Ms,Zulu,Absa,Current,Divorced,Female,South Africa,Western Cape,9205,Zone B,Sub Zone 1,Vehicle,72751,Light Commercial,2012,Toyota,3 Series,6,1480,108,Sedan,2,2000-01-19 18:58:11,115543.44097896043,False,True,63770.75412297517,False,False,False,False,False,3,157285.5133077133,Monthly,1033.7869533227968,4258.132185460424,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2263.8034104376507,0.0
752,2296,2015-06-14 23:03:03,False,South Africa,Sole Proprietor,Mr,Afrikaans,FNB,Current,Single,Male,South Africa,Eastern Cape,1256,Zone A,Sub Zone 1,Vehicle,37452,Passenger,2008,Volkswagen,3 Series,4,1636,77,Sedan,4,2008-05-25 13:42:08,199551.73109914505,False,True,172281.43631083626,False,False,False,False,False,3,296394.9444024337,Monthly,2772.3846896144646,3718.3761810699225,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,635.4399867942925,0.0
753,7229,2014-04-01 21:29:49,False,Other,Sole Proprietor,Ms,Zulu,FNB,Savings,Divorced,Female,South Africa,Gauteng,2721,Zone B,Sub Zone 1,Vehicle,32725,Light Commercial,2009,Ford,Ranger,5,1500,95,Hatchback,4,2003-01-31 04:20:03,254868.95631883212,False,True,39346.57328563606,True,False,False,False,False,2,427996.0380424919,Monthly,2725.1723957862596,2817.027691269539,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1219.3022605748977,30897.9902349718
754,8641,2014-11-08 02:19:16,True,Other,Close Corporation,Mr,Afrikaans,Absa,Current,Married,Male,South Africa,KwaZulu-Natal,2423,Zone B,Sub Zone 2,Vehicle,60391,Passenger,2010,Toyota,3 Series,4,2661,113,Hatchback,2,2004-07-22 13:29:50,290033.3188154716,False,True,32083.54108652185,False,False,False,False,False,1,244929.9254020936,Monthly,1663.2447082081264,2403.519923349815,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2282.602731702964,0.0
755,1125,2014-12-25 17:54:31,True,South Africa,Close Corporation,Ms,Afrikaans,Absa,Current,Divorced,Male,South Africa,KwaZulu-Natal,5953,Zone B,Sub Zone 1,Vehicle,85060,Light Commercial,2002,Volkswagen,3 Series,4,1051,119,Sedan,4,2004-10-09 16:17:38,279864.14707019186,False,False,42635.70584465664,True,False,False,False,False,2,109799.82014219044,Monthly,836.4021266821587,1294.865924954497,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,606.8037963794454,0.0
756,5632,2015-03-05 17:44:13,True,South Africa,Close Corporation,Mrs,English,Standard Bank,Savings,Single,Female,South Africa,KwaZulu-Natal,3990,Zone A,Sub Zone 1,Vehicle,21698,Passenger,2011,Volkswagen,Corolla,4,2939,96,Sedan,3,2006-03-15 22:40:59,295724.566596454,False,False,125004.50953039272,True,False,False,False,False,3,222389.11090153258,Monthly,533.4140508294686,2356.2748482355273,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2839.962205873287,0.0
757,7288,2014-03-05 03:57:31,False,Other,Close Corporation,Mr,Afrikaans,Standard Bank,Current,Married,Female,South Africa,KwaZulu-Natal,2195,Zone A,Sub Zone 1,Vehicle,96711,Passenger,2001,Volkswagen,Ranger,5,1102,191,Sedan,4,2010-10-18 17:57:55,428767.5943503264,False,False,162186.17112568184,True,True,False,False,False,3,479513.80989238614,Monthly,1596.1677014120469,2989.276380334074,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3259.7662004918097,0.0
758,4596,2014-07-30 22:13:43,False,Other,Sole Proprietor,Mrs,Afrikaans,Standard Bank,Savings,Single,Male,South Africa,Eastern Cape,5559,Zone A,Sub Zone 1,Vehicle,87850,Passenger,2014,BMW,Polo,7,2384,184,Sedan,2,2011-03-05 14:51:59,126545.56078467646,True,False,66195.73875763592,True,False,False,False,False,4,82409.72916459749,Monthly,599.8878714338578,3563.189757157903,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3383.661179905812,6007.957374795254
759,7168,2015-07-24 18:44:54,True,South Africa,Sole Proprietor,Mrs,English,Absa,Savings,Married,Male,South Africa,KwaZulu-Natal,5365,Zone A,Sub Zone 2,Vehicle,12365,Light Commercial,2000,BMW,Corolla,6,2447,155,Hatchback,4,2008-03-19 04:36:54,192223.08282599188,True,False,34692.39962296258,True,False,False,False,False,4,233800.3276016089,Monthly,2023.8898547994004,833.200938761619,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2700.9777407015754,0.0
760,8561,2014-12-25 22:39:53,False,South Africa,Close Corporation,Mr,Zulu,Absa,Current,Married,Male,South Africa,Eastern Cape,2244,Zone B,Sub Zone 2,Vehicle,53372,Passenger,2008,Ford,Polo,6,1698,130,Sedan,2,2012-10-27 18:06:34,449873.82069595315,True,True,41838.833525724105,False,False,False,False,False,1,341612.9572730744,Monthly,2021.0221772001726,4065.551342353887,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3070.476412518551,0.0
761,9258,2015-08-22 15:19:17,False,Other,Close Corporation,Mr,Zulu,Absa,Savings,Divorced,Male,South Africa,Western Cape,7766,Zone A,Sub Zone 2,Vehicle,54134,Passenger,2014,Ford,3 Series,5,2228,100,Hatchback,3,2001-01-23 10:44:08,302206.1920512486,True,True,123836.7557035702,True,False,False,False,False,1,85332.97679532028,Monthly,2747.348619793621,1729.0563851691127,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2332.122386989209,0.0
762,1232,2015-02-13 10:40:50,False,South Africa,Sole Proprietor,Dr,Afrikaans,Standard Bank,Current,Married,Male,South Africa,KwaZulu-Natal,6302,Zone A,Sub Zone 2,Vehicle,47823,Passenger,2003,Volkswagen,3 Series,7,2037,78,Sedan,2,2000-07-27 22:20:17,312525.44166630745,True,False,49207.04524284598,True,False,False,False,False,1,205228.64615138064,Monthly,975.1228207233914,2516.2904164517768,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1875.6309936247235,0.0
763,7371,2014-09-27 06:46:43,True,Other,Close Corporation,Dr,Zulu,FNB,Savings,Single,Female,South Africa,Eastern Cape,2306,Zone B,Sub Zone 2,Vehicle,81158,Light Commercial,2011,Ford,Polo,7,2963,162,Sedan,4,2003-03-06 04:24:23,265128.1450762785,False,True,175456.04627027336,True,False,False,False,False,2,473260.2592731184,Monthly,1428.48560603386,3039.5215829816625,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2639.4042601166216,0.0
764,5206,2014-11-02 05:01:43,False,Other,Close Corporation,Dr,Afrikaans,Absa,Current,Divorced,Female,South Africa,KwaZulu-Natal,3402,Zone B,Sub Zone 1,Vehicle,11949,Passenger,2000,BMW,3 Series,5,2639,192,SUV,3,2007-04-01 18:23:25,297038.58574376255,True,False,20778.27088286279,True,False,False,False,False,4,63786.061492764464,Monthly,2648.863471960697,2440.4757811051663,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1172.541992788085,0.0
765,8943,2014-12-15 10:43:50,False,South Africa,Close Corporation,Mrs,English,FNB,Savings,Single,Female,South Africa,KwaZulu-Natal,1496,Zone A,Sub Zone 1,Vehicle,59396,Light Commercial,2000,Ford,3 Series,4,2652,177,SUV,4,2005-07-20 15:14:08,139135.87875204554,True,False,6473.70680110404,True,False,False,False,False,1,388283.8457776744,Monthly,1685.7412562252875,2859.784520770595,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,829.3529785866507,0.0
766,7891,2015-07-21 18:52:46,True,South Africa,Close Corporation,Mrs,English,FNB,Current,Married,Female,South Africa,KwaZulu-Natal,4399,Zone B,Sub Zone 1,Vehicle,41912,Light Commercial,2006,Toyota,Corolla,7,1469,139,Sedan,2,2000-10-30 16:51:07,296090.1047381577,False,True,17675.649192180786,False,False,False,False,False,4,428618.7347611983,Monthly,649.3082224298606,557.6173234143561,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2785.552928386696,0.0
767,7738,2015-01-19 16:26:35,True,South Africa,Close Corporation,Dr,Afrikaans,FNB,Savings,Single,Male,South Africa,Eastern Cape,1909,Zone B,Sub Zone 2,Vehicle,66947,Light Commercial,2001,BMW,Polo,6,2489,74,Hatchback,3,2004-07-19 04:12:00,498727.9075600026,True,True,169128.62407726407,True,False,False,False,False,4,174677.32643798756,Monthly,776.9597789888214,2160.777275543176,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3374.5603789576066,0.0
768,3472,2015-03-06 10:18:25,False,South Africa,Close Corporation,Mrs,English,Standard Bank,Savings,Single,Male,South Africa,Gauteng,1372,Zone B,Sub Zone 1,Vehicle,54387,Passenger,2006,Volkswagen,Corolla,5,2327,90,Sedan,2,2002-06-26 17:56:23,304721.40781588294,False,False,130245.9039331322,True,False,False,False,False,4,146621.4662839155,Monthly,2533.636428946128,1402.337354681132,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2232.43799698407,0.0
769,3739,2014-03-11 12:39:07,False,South Africa,Sole Proprietor,Mrs,English,FNB,Savings,Married,Female,South Africa,KwaZulu-Natal,7236,Zone B,Sub Zone 2,Vehicle,73965,Passenger,2011,Volkswagen,Polo,6,2628,118,SUV,4,2004-03-27 23:42:44,69981.10952271365,False,False,191548.92662345007,True,False,False,False,False,4,461669.4021137932,Monthly,2359.243575071282,430.1307694343509,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1947.627112993581,0.0
770,6401,2015-01-10 10:17:16,True,Other,Close Corporation,Mr,Afrikaans,Absa,Current,Divorced,Male,South Africa,KwaZulu-Natal,2344,Zone B,Sub Zone 1,Vehicle,26508,Light Commercial,2014,Ford,Corolla,4,1426,53,Sedan,2,2010-05-22 03:37:59,408396.03995779686,True,False,67259.30825395152,True,False,False,False,False,4,393800.762966326,Monthly,2689.7037929169796,958.2461281599714,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2103.212693816554,0.0
771,2761,2014-04-19 02:13:58,True,Other,Close Corporation,Mr,Afrikaans,Standard Bank,Current,Single,Female,South Africa,Western Cape,9515,Zone A,Sub Zone 2,Vehicle,55592,Passenger,2006,BMW,Ranger,5,2679,154,SUV,4,2007-03-09 04:09:27,228413.9429255244,True,False,42535.625601939886,False,False,False,False,False,4,101021.31932315104,Monthly,797.1529147728594,3012.222832137292,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1935.3925531544976,0.0
772,1876,2014-05-19 11:06:32,False,South Africa,Sole Proprietor,Mrs,English,Absa,Savings,Married,Male,South Africa,Gauteng,3431,Zone A,Sub Zone 1,Vehicle,11919,Passenger,2014,Volkswagen,Ranger,6,1109,80,Sedan,4,2000-07-03 18:44:09,119154.26682570284,False,True,112395.04786274984,True,False,False,False,False,2,145488.7649823813,Monthly,2401.041859491319,983.4320132572516,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1826.6008435317146,0.0
773,4812,2014-09-18 20:07:02,False,South Africa,Sole Proprietor,Dr,Zulu,Absa,Current,Divorced,Male,South Africa,Eastern Cape,5670,Zone A,Sub Zone 1,Vehicle,52595,Light Commercial,2009,Volkswagen,Polo,6,2698,180,Sedan,3,2009-10-28 13:41:46,438133.9128020111,False,False,107565.65582534972,True,False,False,False,False,3,329609.8197466495,Monthly,2137.7609123954726,905.3200505954667,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3341.1070824386384,14923.23625088885
774,2460,2015-01-19 10:47:23,False,South Africa,Sole Proprietor,Ms,Zulu,Standard Bank,Savings,Divorced,Male,South Africa,Western Cape,3784,Zone A,Sub Zone 1,Vehicle,19617,Light Commercial,2013,BMW,Ranger,4,2588,166,Hatchback,3,2006-05-17 16:47:19,139087.9649907354,True,True,118204.79763906435,True,False,False,False,False,4,238737.6180036016,Monthly,1080.7331028526069,2764.1521619331816,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1939.2895733847452,0.0
775,2733,2015-08-02 13:40:03,False,Other,Close Corporation,Dr,Afrikaans,Absa,Current,Divorced,Female,South Africa,KwaZulu-Natal,2695,Zone A,Sub Zone 1,Vehicle,85268,Passenger,2008,BMW,Corolla,5,2953,139,SUV,2,2000-04-04 18:06:22,464345.32543633995,False,False,69506.77253206976,True,False,False,False,False,2,276878.4666970549,Monthly,2934.7609638890276,4523.512533534926,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,743.3073230419357,0.0
776,2605,2015-08-08 05:55:25,True,South Africa,Sole Proprietor,Ms,Afrikaans,Absa,Savings,Single,Female,South Africa,Western Cape,2907,Zone A,Sub Zone 2,Vehicle,43298,Light Commercial,2012,Volkswagen,Polo,7,1514,194,SUV,4,2002-09-25 12:05:31,248808.42069917248,True,False,1179.3880073573514,False,False,False,False,False,1,478194.0957960204,Monthly,1925.8870478780777,3943.4642531991485,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2796.5500372107094,0.0
777,6622,2014-03-31 04:50:27,False,South Africa,Close Corporation,Dr,Zulu,Standard Bank,Current,Single,Female,South Africa,Western Cape,5814,Zone A,Sub Zone 1,Vehicle,16929,Passenger,2006,Ford,Ranger,7,1067,115,SUV,4,2003-03-05 20:12:31,384255.875637365,True,True,7006.330588123366,False,False,False,False,False,2,239105.95843638826,Monthly,2767.1949384928384,4525.445552599252,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1674.684810223744,0.0
778,7767,2014-02-18 08:45:35,False,Other,Close Corporation,Mr,English,Absa,Savings,Single,Female,South Africa,KwaZulu-Natal,1780,Zone B,Sub Zone 1,Vehicle,24456,Light Commercial,2012,Ford,Ranger,6,2269,137,Hatchback,3,2005-03-05 11:28:30,296148.1326523342,True,True,132765.2922845026,False,False,False,False,False,2,446756.898116421,Monthly,2647.732835517466,2914.9010114825755,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2632.080637246651,0.0
779,7986,2015-01-12 03:10:30,True,Other,Close Corporation,Mrs,Zulu,FNB,Savings,Divorced,Male,South Africa,Gauteng,2019,Zone A,Sub Zone 1,Vehicle,96676,Passenger,2013,Ford,Polo,4,1388,73,Sedan,3,2003-07-11 09:05:38,165482.06176185253,True,True,104651.60963109627,True,False,False,False,False,2,347335.123397258,Monthly,1332.813651306529,2049.647802293036,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2238.70807872322,0.0
780,4517,2014-04-22 20:40:09,False,South Africa,Sole Proprietor,Mrs,Zulu,Absa,Savings,Single,Male,South Africa,Gauteng,2403,Zone A,Sub Zone 2,Vehicle,93721,Passenger,2000,Toyota,Ranger,6,2673,148,Hatchback,3,2013-11-21 14:48:08,351990.57852316345,False,True,164202.25193025472,False,False,False,False,False,4,104728.75642110028,Monthly,1839.892154967033,3648.206827709717,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2639.5401954675517,0.0
781,4735,2015-08-23 22:52:17,True,South Africa,Sole Proprietor,Mr,Zulu,FNB,Savings,Married,Male,South Africa,Western Cape,2426,Zone A,Sub Zone 1,Vehicle,47924,Light Commercial,2011,BMW,Ranger,4,1307,154,Sedan,3,2008-12-23 20:40:45,481060.6479005666,False,True,60081.97175735939,False,False,False,False,False,1,385028.16649147385,Monthly,1578.4207485116792,1306.8201409132546,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,685.9818711070386,0.0
782,9434,2015-05-18 07:12:54,False,South Africa,Sole Proprietor,Ms,Zulu,Absa,Current,Single,Male,South Africa,KwaZulu-Natal,9855,Zone B,Sub Zone 1,Vehicle,34240,Passenger,2012,Volkswagen,Polo,7,2948,68,Hatchback,2,2001-01-31 10:02:06,396336.6350561356,True,False,163094.44744623502,False,False,False,False,False,2,284094.08328034164,Monthly,2272.693925650189,390.2697900270186,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,601.6199680034691,0.0
783,3590,2014-09-03 11:36:53,False,Other,Sole Proprietor,Ms,Afrikaans,Standard Bank,Savings,Single,Female,South Africa,Eastern Cape,6868,Zone A,Sub Zone 1,Vehicle,97381,Passenger,2007,Toyota,Ranger,6,2375,115,Hatchback,2,2003-11-12 17:29:40,321808.0984588302,True,False,85098.28269030865,False,False,False,False,False,1,151293.76267639486,Monthly,1970.1050113585693,1723.073963655678,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1635.6248745534235,0.0
784,2063,2014-06-02 05:58:04,True,South Africa,Sole Proprietor,Ms,Afrikaans,Standard Bank,Current,Divorced,Male,South Africa,Western Cape,1010,Zone A,Sub Zone 1,Vehicle,19228,Light Commercial,2007,Ford,Ranger,6,2822,109,SUV,2,2008-02-16 22:47:20,495782.6487196355,False,False,19339.67710926745,False,False,False,False,False,2,180297.19538703415,Monthly,2462.133832593103,1496.183487435087,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2579.4984134658225,0.0
785,5324,2015-06-10 14:53:57,True,South Africa,Close Corporation,Mr,English,Absa,Current,Single,Male,South Africa,Eastern Cape,7330,Zone B,Sub Zone 1,Vehicle,31686,Passenger,2003,Toyota,Ranger,4,2089,164,Hatchback,2,2004-03-24 18:10:38,169397.00030420814,False,True,195582.31251813885,True,False,False,False,False,4,300799.5911378381,Monthly,529.3806489949613,3377.694639085711,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1171.0475807179823,10105.055407640943
